xxx_3278759623	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
51364	7	50000	1	{{2,11313}}	{0,0}							0	0	51311	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep14.Task13_ep14			1					
51365	7	50000	1	{{2,11314}}	{0,0}							0	0	11315	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep15.Task13_ep15			1					
51366	7	50000	1	{{2,11316}}	{0,0}							0	0	51312	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep16.Task13_ep16			1					
51367	7	50000	1	{{2,51312}}	{0,0}							0	0	11317	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep17.Task13_ep17			1					
51368	7	50000	1	{{2,11318}}	{0,0}							0	0	11319	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep18.Task13_ep18			1					
51369	7	50000	1	{{2,11319}}	{0,0}							0	0	11320	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep19.Task13_ep19			1					
51370	7	50000	1	{{2,11321}}	{0,0}							0	0	11322	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep20.Task13_ep20			1					
51371	7	50000	1	{{2,11322}}	{0,0}							0	0	0	0	0				{1051}			{{4,3,2,1,20},{9,2,64,1},{9,2,65,1}}					Task13/Task13_ep21.Task13_ep21			1					
51321	2	50000	1	{{2,51382}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_st31.Task13_st31			1					
51322	2	50000	1	{{2,51388}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_st32.Task13_st32			1					
51381	7	50000	1	{{2,51371}}	{0,0}							0	0	11331	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep31.Task13_ep31			1					
51382	7	50000	1	{{2,11332}}	{0,0}							0	0	11333	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep32.Task13_ep32			1					
51383	7	50000	1	{{2,11333}}	{0,0}							0	0	11334	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep33.Task13_ep33			1					
51384	7	50000	1	{{2,11334}}	{0,0}							0	0	11335	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep34.Task13_ep34			1					
51385	7	50000	1	{{2,11335}}	{0,0}							0	0	11336	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep35.Task13_ep35			1					
51386	7	50000	1	{{2,11336}}	{0,0}							0	0	11337	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep36.Task13_ep36			1					
51387	7	50000	1	{{2,11337}}	{0,0}							0	0	11338	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep37.Task13_ep37			1					
51388	7	50000	1	{{2,11338}}	{0,0}							0	0	51322	0	0				{1000}			{{4,3,2,1,20}}					Task13/Task13_ep38.Task13_ep38			1					
51401	2	50000	1	{{2,51458}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_st01.Task14_st01			1					
51451	7	50000	1	{{2,51388}}	{0,0}							0	0	11401	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep01.Task14_ep01			1					
51452	7	50000	1	{{2,11402}}	{0,0}							0	0	11403	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep02.Task14_ep02			1					
51453	7	50000	1	{{2,11403}}	{0,0}							0	0	11404	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep03.Task14_ep03			1					
51454	7	50000	1	{{2,11404}}	{0,0}							0	0	11405	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep04.Task14_ep04			1					
51455	7	50000	1	{{2,11405}}	{0,0}							0	0	11406	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep05.Task14_ep05			1					
51456	7	50000	1	{{2,11406}}	{0,0}							0	0	11407	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep06.Task14_ep06			1					
51457	7	50000	1	{{2,11407}}	{0,0}							0	0	11408	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep07.Task14_ep07			1					
51458	7	50000	1	{{2,11409}}	{0,0}							0	0	51401	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep08.Task14_ep08			1					
51461	7	50000	1	{{2,51458}}	{0,0}							0	0	51462	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep11.Task14_ep11			1					
51462	7	50000	1	{{2,51461}}	{0,0}							0	0	11410	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep12.Task14_ep12			1					
51463	7	50000	1	{{2,11411}}	{0,0}							0	0	11412	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep13.Task14_ep13			1					
51464	7	50000	1	{{2,11413}}	{0,0}							0	0	11414	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep14.Task14_ep14			1					
51465	7	50000	1	{{2,11414}}	{0,0}							0	0	11415	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep15.Task14_ep15			1					
51466	7	50000	1	{{2,11415}}	{0,0}							0	0	11416	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep16.Task14_ep16			1					
51467	7	50000	1	{{2,11417}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep17.Task14_ep17			1					
51471	7	50000	1	{{1,1}}	{0,0}							0	0	11421	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep21.Task14_ep21			1					
51472	7	50000	1	{{2,11422}}	{0,0}							0	0	11423	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep22.Task14_ep22			1					
51473	7	50000	1	{{2,11426}}	{0,0}							0	0	51474	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep23.Task14_ep23			1					
51474	7	50000	1	{{2,51473}}	{0,0}							0	0	51475	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep24.Task14_ep24			1					
51475	7	50000	1	{{2,51474}}	{0,0}							0	0	11427	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep25.Task14_ep25			1					
51476	7	50000	1	{{2,11428}}	{0,0}							0	0	51477	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep26.Task14_ep26			1					
51477	7	50000	1	{{2,51476}}	{0,0}							0	0	11429	0	0				{1000}			{{4,3,2,1,20}}					Task14/Task14_ep27.Task14_ep27			1					
51478	7	50000	1	{{2,11429}}	{0,0}							0	0	0	0	0				{1052}			{{4,3,2,1,20},{9,2,66,1},{9,2,67,1}}					Task14/Task14_ep28.Task14_ep28			1					
51501	2	50000	1	{{2,51561}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_st01.Task15_st01			1					
51551	7	50000	1	{{2,51478}}	{0,0}							0	0	11501	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep01.Task15_ep01			1					
51552	7	50000	1	{{2,11501}}	{0,0}							0	0	11502	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep02.Task15_ep02			1					
51553	7	50000	1	{{2,11502}}	{0,0}							0	0	11503	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep03.Task15_ep03			1					
51554	7	50000	1	{{2,11503}}	{0,0}							0	0	51555	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep04.Task15_ep04			1					
51555	7	50000	1	{{2,51554}}	{0,0}							0	0	11504	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep05.Task15_ep05			1					
51556	7	50000	1	{{2,11504}}	{0,0}							0	0	51557	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep06.Task15_ep06			1					
51557	7	50000	1	{{2,51556}}	{0,0}							0	0	11505	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep07.Task15_ep07			1					
51558	7	50000	1	{{2,11506}}	{0,0}							0	0	51559	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep08.Task15_ep08			1					
51559	7	50000	1	{{2,51558}}	{0,0}							0	0	11507	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep09.Task15_ep09			1					
51560	7	50000	1	{{2,11507}}	{0,0}							0	0	11508	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep10.Task15_ep10			1					
51561	7	50000	1	{{2,11508}}	{0,0}							0	0	51501	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep11.Task15_ep11			1					
51571	7	50000	1	{{2,51561},{1,22}}	{0,0}							0	0	11511	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep21.Task15_ep21			1					
51572	7	50000	1	{{2,11511}}	{0,0}							0	0	51573	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep22.Task15_ep22			1					
51573	7	50000	1	{{2,51572}}	{0,0}							0	0	51574	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep23.Task15_ep23			1					
51574	7	50000	1	{{2,51573}}	{0,0}							0	0	11512	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep24.Task15_ep24			1					
51575	7	50000	1	{{2,11514}}	{0,0}							0	0	51576	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep25.Task15_ep25			1					
51576	7	50000	1	{{2,51575}}	{0,0}							0	0	11515	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep26.Task15_ep26			1					
51577	7	50000	1	{{2,11517}}	{0,0}							0	0	11518	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep27.Task15_ep27			1					
51578	7	50000	1	{{2,11518}}	{0,0}							0	0		0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep28.Task15_ep28			1					
51511	2	50000	1	{{2,51590}}	{0,0}							0	0	51512	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_st11.Task15_st11			1					
51512	2	50000	1	{{2,51511}}	{0,0}							0	0	51513	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_st12.Task15_st12			1					
51513	2	50000	1	{{2,51512}}	{0,0}							0	0	0	0	0				{1054}			{{4,3,2,1,20},{9,2,92,1},{9,2,93,1}}					Task15/Task15_st13.Task15_st13			1					
51581	7	50000	1	{{2,51578},{1,25}}	{0,0}							0	0	51582	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep31.Task15_ep31			1					
51582	7	50000	1	{{2,51581}}	{0,0}							0	0	11531	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep32.Task15_ep32			1					
51583	7	50000	1	{{2,11532}}	{0,0}							0	0	11533	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep33.Task15_ep33			1					
51584	7	50000	1	{{2,11533}}	{0,0}							0	0	11534	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep34.Task15_ep34			1					
51585	7	50000	1	{{2,11534}}	{0,0}							0	0	51586	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep35.Task15_ep35			1					
51586	7	50000	1	{{2,51585}}	{0,0}							0	0	11535	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep36.Task15_ep36			1					
51587	7	50000	1	{{2,11536}}	{0,0}							0	0	11537	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep37.Task15_ep37			1					
51588	7	50000	1	{{2,11537}}	{0,0}							0	0	11538	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep38.Task15_ep38			1					
51589	7	50000	1	{{2,11538}}	{0,0}							0	0	11539	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep39.Task15_ep39			1					
51590	7	50000	1	{{2,11539}}	{0,0}							0	0	51511	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep40.Task15_ep40			1					
51541	7	50000	1	{{2,51590},{1,30}}	{0,0}							0	0	51542	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep41.Task15_ep41			1					
51542	7	50000	1	{{2,51541}}	{0,0}							0	0	51543	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep42.Task15_ep42			1					
51543	7	50000	1	{{2,51542}}	{0,0}							0	0	51544	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep43.Task15_ep43			1					
51544	7	50000	1	{{2,51543}}	{0,0}							0	0	11541	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep44.Task15_ep44			1					
51545	7	50000	1	{{2,11543}}	{0,0}							0	0	11544	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep45.Task15_ep45			1					
51546	7	50000	1	{{2,11544}}	{0,0}							0	0	11545	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep46.Task15_ep46			1					
51547	7	50000	1	{{2,11547}}	{0,0}							0	0	51548	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep47.Task15_ep47			1					
51548	7	50000	1	{{2,51547}}	{0,0}							0	0	11548	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep48.Task15_ep48			1					
51549	7	50000	1	{{2,11548}}	{0,0}							0	0	51550	0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep49.Task15_ep49			1					
51550	7	50000	1	{{2,51549}}	{0,0}							0	0		0	0				{1000}			{{4,3,2,1,20}}					Task15/Task15_ep50.Task15_ep50			1					
10121	0	10121	1		{0,0}	{{9},{2,1},{1,600}}	{4001211,600120302}	1	1			0	0	50171	0	0	10121		{}								1801023	/Game/Mod/NewContent/Blueprints/LevelTask/Tasks/Task01/Task01_21.Task01_21								
10122	0	10122	1	{{2,50171}}	{0,0}	{{9},{2,1},{1,600}}	{4001211,4001213,4001212,4001215,500121402}	1	1			0	0	50172	0	0	10122		{}								1801023	/Game/Mod/NewContent/Blueprints/LevelTask/Tasks/Task01/Task01_22.Task01_22								
10123	0	10123	1	{{2,50172}}	{0,0}	{{9},{2,1},{1,600}}	{4001211,4001212,4001216,4001213,500121402,500120603,4001215}	1	1			0	0	50173	0	0	10123		{}								1801024	/Game/Mod/NewContent/Blueprints/LevelTask/Tasks/Task01/Task01_23.Task01_23								
10124	1	10124	1	{{2,50173}}	{0,0}	{{9},{2,1},{1,600}}	{6001209}	1	1			0	0	50174	0	0	10124		{}							1804225	1801025	/Game/Mod/NewContent/Blueprints/LevelTask/Tasks/Task01/Task01_24.Task01_24								
50171	7	50200	1	{{2,10121}}	{0,0}							0	0	10122	0	0			{}									/Game/Mod/NewContent/Blueprints/LevelTask/Tasks/Task01/Task01_ep21.Task01_ep21			1					
50172	7	50200	1	{{2,10122}}	{0,0}							0	0	10123	0	0			{}									/Game/Mod/NewContent/Blueprints/LevelTask/Tasks/Task01/Task01_ep22.Task01_ep22			1					
50173	7	50200	1	{{2,10123}}	{0,0}							0	0	10124	0	0			{}									/Game/Mod/NewContent/Blueprints/LevelTask/Tasks/Task01/Task01_ep23.Task01_ep23			1					
50174	7	50200	1	{{2,10124}}	{0,0}							0	0		0	0			{}									/Game/Mod/NewContent/Blueprints/LevelTask/Tasks/Task01/Task01_ep24.Task01_ep24			1					
51701	2	50000	1	{{2,51761}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_st01.Task16_st01			1					
51751	7	50000	1	{{2,51550}}	{0,0}							0	0	51752	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep01.Task16_ep01			1					
51752	7	50000	1	{{2,51751}}	{0,0}							0	0	11701	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep02.Task16_ep02			1					
51753	7	50000	1	{{2,11701}}	{0,0}							0	0	11702	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep03.Task16_ep03			1					
51754	7	50000	1	{{2,11702}}	{0,0}							0	0	11703	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep04.Task16_ep04			1					
51755	7	50000	1	{{2,11703}}	{0,0}							0	0	11704	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep05.Task16_ep05			1					
51756	7	50000	1	{{2,11704}}	{0,0}							0	0	51757	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep06.Task16_ep06			1					
51757	7	50000	1	{{2,51756}}	{0,0}							0	0	11705	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep07.Task16_ep07			1					
51758	7	50000	1	{{2,11705}}	{0,0}							0	0	11706	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep08.Task16_ep08			1					
51759	7	50000	1	{{2,11706}}	{0,0}							0	0	11707	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep09.Task16_ep09			1					
51760	7	50000	1	{{2,11708}}	{0,0}							0	0	11709	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep10.Task16_ep10			1					
51761	7	50000	1	{{2,11709}}	{0,0}							0	0	51701	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep11.Task16_ep11			1					
51711	2	50000	1	{{2,51780}}	{0,0}							0	0	51712	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_st11.Task16_st11			1					
51712	2	50000	1	{{2,51711}}	{0,0}							0	0	51713	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_st12.Task16_st12			1					
51713	2	50000	1	{{2,51712}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_st13.Task16_st13			1					
51771	7	50000	1	{{2,51761},{1,25}}	{0,0}							0	0	11711	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep21.Task16_ep21			1					
51772	7	50000	1	{{2,11712}}	{0,0}							0	0	11713	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep22.Task16_ep22			1					
51773	7	50000	1	{{2,11713}}	{0,0}							0	0	11714	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep23.Task16_ep23			1					
51774	7	50000	1	{{2,11714}}	{0,0}							0	0	51775	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep24.Task16_ep24			1					
51775	7	50000	1	{{2,51774}}	{0,0}							0	0	11715	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep25.Task16_ep25			1					
51776	7	50000	1	{{2,11715}}	{0,0}							0	0	11716	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep26.Task16_ep26			1					
51777	7	50000	1	{{2,11716}}	{0,0}							0	0	51778	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep27.Task16_ep27			1					
51778	7	50000	1	{{2,51777}}	{0,0}							0	0	11717	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep28.Task16_ep28			1					
51779	7	50000	1	{{2,11717}}	{0,0}							0	0	11718	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep29.Task16_ep29			1					
51780	7	50000	1	{{2,11718}}	{0,0}							0	0	51711	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep30.Task16_ep30			1					
16201	7	50000	1	{{2,51780},{1,22}}	{0,0}							0	0	11721	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep31.Task16_ep31			1					
16202	7	50000	1	{{2,11722}}	{0,0}							0	0	16203	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep32.Task16_ep32			1					
16203	7	50000	1	{{2,16202}}	{0,0}							0	0	16101	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep33.Task16_ep33			1					
16204	7	50000	1	{{2,16203}}	{0,0}							0	0	11723	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep34.Task16_ep34			1					
16205	7	50000	1	{{2,11724}}	{0,0}							0	0	16206	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep35.Task16_ep35			1					
16206	7	50000	1	{{2,16205}}	{0,0}							0	0	16207	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep36.Task16_ep36			1					
16207	7	50000	1	{{2,16206}}	{0,0}							0	0	16102	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep37.Task16_ep37			1					
16208	7	50000	1	{{2,11725}}	{0,0}							0	0	11726	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep38.Task16_ep38			1					
16209	7	50000	1	{{2,11728}}	{0,0}							0	0	11729	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep39.Task16_ep39			1					
16210	7	50000	1	{{2,11729}}	{0,0}							0	0	16211	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep40.Task16_ep40			1					
16211	7	50000	1	{{2,16210}}	{0,0}							0	0	0	0	0				{1055}			{{4,3,2,1,20},{9,2,111,1},{9,2,112,1}}					Task16/Task16_ep41.Task16_ep41			1					
16101	2	50000	1	{{2,16203}}	{0,0}							0	0	16204	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_st21.Task16_st21			1					
16102	2	50000	1	{{2,16207}}	{0,0}							0	0	11725	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_st22.Task16_st22			1					
51721	2	50000	1	{{2,51790}}	{0,0}							0	0	0	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_st31.Task16_st31			1					
51781	7	50000	1	{{2,51750}}	{0,0}							0	0	51782	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep42.Task16_ep42			1					
51782	7	50000	1	{{2,51781}}	{0,0}							0	0	11771	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep43.Task16_ep43			1					
51783	7	50000	1	{{2,11771}}	{0,0}							0	0	51784	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep44.Task16_ep44			1					
51784	7	50000	1	{{2,51783}}	{0,0}							0	0	11772	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep45.Task16_ep45			1					
51785	7	50000	1	{{2,11773}}	{0,0}							0	0	11774	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep46.Task16_ep46			1					
51786	7	50000	1	{{2,11774}}	{0,0}							0	0	11775	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep47.Task16_ep47			1					
51787	7	50000	1	{{2,11777}}	{0,0}							0	0	51788	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep48.Task16_ep48			1					
51788	7	50000	1	{{2,51787}}	{0,0}							0	0	51789	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep49.Task16_ep49			1					
51789	7	50000	1	{{2,51788}}	{0,0}							0	0	11778	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep50.Task16_ep50			1					
51790	7	50000	1	{{2,11778}}	{0,0}							0	0	51721	0	0				{1000}			{{4,3,2,1,20}}					Task16/Task16_ep51.Task16_ep51			1					
